movieId,title,genres,avg_rating,mood_category,mood_input,energy,company,length_pref,language_pref,industry
114818,Stretch (2014),Action|Comedy|Crime,2.17,Happy,Neutral,Medium,Solo,Short (<90 min),Any,Hollywood
114847,Autómata (Automata) (2014),Sci-Fi|Thriller,3.0,Thrilled,Happy,High,Solo,Any,Any,Hollywood
114925,"Captive, The (2014)",Crime|Drama|Thriller,2.0,Dreamy,Sad,Low,Partner,Any,Any,Hollywood
114935,Predestination (2014),Action|Mystery|Sci-Fi|Thriller,3.9,Thrilled,Happy,High,Friends,Short (<90 min),English,Hollywood
115065,Justin and the Knights of Valour (2013),Adventure|Animation,2.0,Happy,Happy,Medium,Family,Short (<90 min),English,Hollywood
115111,Ward 13 (2003),Action|Animation|Comedy|Horror,3.5,Happy,Happy,Medium,Family,Long (>120 min),Any,Hollywood
115122,What We Do in the Shadows (2014),Comedy|Horror,4.83,Happy,Neutral,High,Solo,Short (<90 min),Non-English,Hollywood
115149,John Wick (2014),Action|Thriller,3.84,Thrilled,Excited,High,Partner,Long (>120 min),English,Hollywood
115151,Plastic (2014),Action|Crime,2.0,Thrilled,Happy,High,Partner,Long (>120 min),English,Hollywood
115170,"Judge, The (2014)",Drama,2.5,Dreamy,Chill,Medium,Solo,Any,Non-English,Hollywood
115203,"Culture High, The (2014)",Documentary,3.0,Thoughtful,Neutral,Low,Family,Short (<90 min),English,Hollywood
115210,Fury (2014),Action|Drama|War,3.77,Thrilled,Happy,High,Friends,Any,Any,Hollywood
115216,"Salvation, The (2014)",Drama|Western,3.0,Dreamy,Chill,Low,Family,Long (>120 min),Any,Hollywood
115231,St. Vincent (2014),Comedy,3.25,Happy,Neutral,High,Solo,Long (>120 min),Any,Hollywood
115502,"Rewrite, The (2014)",Comedy|Romance,3.5,Happy,Happy,Medium,Solo,Short (<90 min),English,Hollywood
115569,Nightcrawler (2014),Crime|Drama|Thriller,4.17,Dreamy,Sad,Medium,Partner,Long (>120 min),English,Hollywood
115617,Big Hero 6 (2014),Action|Animation|Comedy,3.85,Happy,Neutral,High,Family,Any,English,Hollywood
115664,The Book of Life (2014),Adventure|Animation|Romance,4.0,Happy,Neutral,Medium,Partner,Long (>120 min),Non-English,Hollywood
115667,"Love, Rosie (2014)",Comedy|Romance,3.5,Happy,Neutral,Medium,Family,Any,English,Hollywood
115680,Time Lapse (2014),Crime|Drama|Sci-Fi|Thriller,3.83,Thrilled,Excited,High,Solo,Short (<90 min),Any,Hollywood
115713,Ex Machina (2015),Drama|Sci-Fi|Thriller,3.91,Thrilled,Excited,Hyper,Friends,Any,English,Hollywood
115727,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),Action|Adventure,5.0,Thrilled,Happy,High,Family,Short (<90 min),Any,Hollywood
115819,Mr Hublot (2013),Animation|Comedy,3.0,Happy,Happy,High,Solo,Any,Non-English,Hollywood
115828,Copenhagen (2014),Adventure|Drama|Romance,4.5,Thrilled,Happy,Hyper,Partner,Short (<90 min),Any,Hollywood
115877,"Simpsons: The Longest Daycare, The (2012)",Animation|Comedy,3.67,Happy,Neutral,Medium,Partner,Short (<90 min),Any,Hollywood
115969,Generation War (2013),Drama|War,4.0,Dreamy,Chill,Medium,Family,Short (<90 min),Non-English,Hollywood
116044,Christmas in Connecticut (1992),Comedy|Romance,1.5,Happy,Happy,Medium,Friends,Short (<90 min),Any,Hollywood
116138,Leviathan (2014),Drama,2.0,Dreamy,Sad,Medium,Partner,Any,Any,Hollywood
116169,Reign of Assassins (2010),Action,2.5,Thrilled,Happy,High,Friends,Short (<90 min),English,Hollywood
116207,Zulu (2013),Crime|Drama|Thriller,1.5,Dreamy,Chill,Low,Family,Any,English,Hollywood
116411,Tangerines (2013),Drama,4.5,Dreamy,Chill,Low,Solo,Any,Any,Hollywood
116413,Life Partners (2014),Comedy|Romance,3.0,Happy,Happy,Medium,Friends,Any,Non-English,Hollywood
116419,Drive Hard (2014),Action|Comedy|Crime,1.5,Happy,Neutral,High,Partner,Short (<90 min),Non-English,Hollywood
116505,New Kids Nitro (2011),Action|Comedy,3.0,Happy,Happy,High,Family,Long (>120 min),Non-English,Hollywood
116529,Stalingrad (2013),Action|Drama|War|IMAX,3.0,Thrilled,Happy,Hyper,Family,Long (>120 min),Any,Hollywood
116668,Dead Snow 2: Red vs. Dead (2014) ,Action|Comedy|Horror,4.0,Happy,Happy,Medium,Partner,Any,Non-English,Hollywood
116718,Volga - Volga (1938),Comedy|Musical,3.5,Happy,Happy,Medium,Solo,Any,English,Hollywood
116724,You Are the Apple of My Eye (2011),Comedy|Drama|Romance,4.0,Happy,Neutral,High,Solo,Any,Any,Hollywood
116738,DeadHeads (2011),Adventure|Comedy|Horror,3.5,Happy,Happy,Medium,Solo,Any,English,Hollywood
116797,The Imitation Game (2014),Drama|Thriller|War,4.02,Dreamy,Sad,Low,Family,Any,English,Hollywood
116799,Inherent Vice (2014),Comedy|Crime|Drama|Mystery|Romance,3.67,Happy,Neutral,Medium,Partner,Long (>120 min),Any,Hollywood
116817,Rudderless (2014),Comedy|Drama,4.5,Happy,Neutral,High,Family,Long (>120 min),Any,Hollywood
116823,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller,3.87,Thrilled,Happy,Hyper,Friends,Any,Any,Hollywood
116849,Sex Ed (2014),Comedy|Romance,2.5,Happy,Neutral,Medium,Friends,Short (<90 min),English,Hollywood
116887,Exodus: Gods and Kings (2014),Action|Adventure|Drama,2.75,Thrilled,Happy,High,Friends,Long (>120 min),Non-English,Hollywood
116897,Wild Tales (2014),Comedy|Drama|Thriller,4.25,Happy,Happy,Medium,Friends,Long (>120 min),Any,Hollywood
116941,Jetsons: The Movie (1990),Animation|Children|Comedy|Musical|Sci-Fi,2.0,Happy,Neutral,High,Family,Any,English,Hollywood
116963,Ski School (1991),Comedy,1.5,Happy,Happy,Medium,Friends,Short (<90 min),Non-English,Hollywood
116977,Dumb and Dumber To (2014),Comedy,2.33,Happy,Neutral,High,Friends,Short (<90 min),Non-English,Hollywood
116985,The Longest Week (2014),Comedy|Drama,1.5,Happy,Neutral,High,Friends,Any,Non-English,Hollywood
117107,Miss Meadows (2014),Drama,2.5,Dreamy,Chill,Medium,Solo,Short (<90 min),Any,Hollywood
117109,Too Many Cooks (2014),Comedy,3.0,Happy,Happy,High,Solo,Long (>120 min),Non-English,Hollywood
117133,Painted Skin (2008),Action|Drama|Thriller,3.5,Thrilled,Happy,High,Family,Short (<90 min),English,Hollywood
117176,The Theory of Everything (2014),Drama|Romance,3.71,Dreamy,Sad,Low,Family,Short (<90 min),Non-English,Hollywood
117192,Doctor Who: The Time of the Doctor (2013),Adventure|Drama,4.5,Thrilled,Excited,High,Partner,Long (>120 min),English,Hollywood
117364,Virunga (2014),Documentary|War,4.0,Thoughtful,Neutral,Exhausted,Family,Short (<90 min),Any,Hollywood
117368,The Madagascar Penguins in a Christmas Caper (2005),Animation|Comedy,3.5,Happy,Happy,Medium,Partner,Any,Non-English,Hollywood
117444,Song of the Sea (2014),Animation|Children|Fantasy,3.0,Happy,Happy,High,Family,Short (<90 min),Non-English,Hollywood
117466,In the Heart of the Sea (2015),Action|Adventure|Drama,3.5,Thrilled,Excited,Hyper,Friends,Short (<90 min),Non-English,Hollywood
117511,Hello Ladies: The Movie (2014),Comedy,3.0,Happy,Neutral,High,Friends,Short (<90 min),English,Hollywood
117529,Jurassic World (2015),Action|Adventure|Drama|Sci-Fi|Thriller,3.26,Thrilled,Excited,Hyper,Partner,Short (<90 min),Any,Hollywood
117531,Watermark (2014),Documentary,5.0,Thoughtful,Sad,Exhausted,Friends,Any,Any,Hollywood
117533,Citizenfour (2014),Documentary,3.88,Thoughtful,Neutral,Low,Family,Long (>120 min),Any,Hollywood
117545,Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),Animation,3.75,Happy,Neutral,High,Friends,Short (<90 min),Any,Hollywood
117572,Hit by Lightning (2014),Comedy|Crime|Romance,2.5,Happy,Neutral,High,Solo,Long (>120 min),English,Hollywood
117590,Horrible Bosses 2 (2014),Comedy|Crime,3.64,Happy,Happy,Medium,Family,Any,Non-English,Hollywood
117630,Double Trouble (1992),Action|Comedy|Crime|Romance,1.0,Happy,Happy,High,Solo,Any,Any,Hollywood
117646,Dragonheart 2: A New Beginning (2000),Action|Adventure|Comedy|Drama|Fantasy|Thriller,4.5,Happy,Happy,High,Friends,Long (>120 min),Non-English,Hollywood
117849,La Belle Verte (1996),Comedy,4.5,Happy,Neutral,Medium,Partner,Any,Non-English,Hollywood
117851,Penguins of Madagascar (2014),Adventure|Animation|Children|Comedy,3.7,Happy,Neutral,Medium,Friends,Short (<90 min),Any,Hollywood
117867,'71 (2014),Action|Drama|Thriller|War,4.0,Thrilled,Excited,High,Partner,Long (>120 min),Non-English,Hollywood
117877,The Rabbi's Cat (Le chat du rabbin) (2011),Adventure|Animation,3.0,Happy,Neutral,High,Friends,Any,English,Hollywood
117881,Still Alice (2014),Drama,3.8,Dreamy,Sad,Medium,Solo,Short (<90 min),Any,Hollywood
117887,Paddington (2014),Children|Comedy,4.0,Happy,Neutral,High,Family,Long (>120 min),Any,Hollywood
117895,Maze Runner: Scorch Trials (2015),Action|Thriller,1.83,Thrilled,Excited,High,Family,Long (>120 min),Non-English,Hollywood
117922,Ice Age: A Mammoth Christmas (2011),Adventure|Animation|Children,3.5,Happy,Neutral,High,Friends,Short (<90 min),English,Hollywood
118082,The Voices (2014),Comedy|Crime|Thriller,3.5,Happy,Neutral,Medium,Friends,Any,Non-English,Hollywood
118166,Courier (1987),Comedy|Drama|Romance,3.5,Happy,Neutral,High,Family,Any,English,Hollywood
118198,The Green Prince (2014),Documentary|Drama|Thriller,2.5,Dreamy,Chill,Medium,Partner,Short (<90 min),Any,Hollywood
118248,Dying of the Light (2014),Drama|Thriller,1.5,Dreamy,Chill,Medium,Family,Short (<90 min),Non-English,Hollywood
118270,Hellbenders (2012),Comedy|Horror|Thriller,5.0,Happy,Happy,Medium,Friends,Long (>120 min),Any,Hollywood
118290,Omega Doom (1996),Sci-Fi,2.0,Thrilled,Excited,Hyper,Family,Long (>120 min),Any,Hollywood
118326,By the Gun (2014),Crime|Drama|Thriller,2.0,Dreamy,Chill,Medium,Solo,Long (>120 min),English,Hollywood
118354,Kill the Messenger (2014),Crime|Drama|Mystery|Thriller,3.0,Dreamy,Chill,Low,Family,Short (<90 min),Non-English,Hollywood
118512,Bring It On: In It To Win It (2007),Comedy,1.5,Happy,Neutral,Medium,Family,Short (<90 min),Any,Hollywood
118530,Fans (1999),Comedy,4.5,Happy,Happy,High,Friends,Short (<90 min),Any,Hollywood
118572,The Mule (2014),Comedy|Crime|Drama,3.5,Happy,Happy,High,Partner,Long (>120 min),English,Hollywood
118696,The Hobbit: The Battle of the Five Armies (2014),Adventure|Fantasy,3.42,Thrilled,Excited,High,Friends,Short (<90 min),Any,Hollywood
118700,Selma (2014),Drama,2.5,Dreamy,Sad,Medium,Solo,Long (>120 min),Any,Hollywood
118702,Unbroken (2014),Drama|War,2.5,Dreamy,Sad,Low,Family,Any,Any,Hollywood
118706,Black Sea (2015),Adventure|Mystery|Thriller,4.0,Thrilled,Excited,Hyper,Partner,Long (>120 min),Any,Hollywood
118784,Good Copy Bad Copy (2007),Documentary,3.5,Thoughtful,Neutral,Low,Solo,Long (>120 min),Non-English,Hollywood
118814,Playing It Cool (2014),Comedy|Romance,2.0,Happy,Neutral,High,Family,Long (>120 min),Any,Hollywood
118834,National Lampoon's Bag Boy (2007),Comedy,5.0,Happy,Neutral,High,Solo,Long (>120 min),Non-English,Hollywood
118862,Closer to the Moon (2013),Comedy|Drama,4.0,Happy,Neutral,Medium,Family,Any,Any,Hollywood
118880,"Girl Walks Home Alone at Night, A (2014)",Horror|Romance|Thriller,3.5,Dreamy,Sad,Low,Family,Long (>120 min),Non-English,Hollywood
118888,Dave Chappelle: For What it's Worth (2004),Comedy,4.25,Happy,Happy,High,Family,Long (>120 min),English,Hollywood
118894,Scooby-Doo! Abracadabra-Doo (2010),Animation|Children|Mystery,5.0,Happy,Neutral,Medium,Solo,Any,Non-English,Hollywood
118896,Mommy (2014),Drama,4.0,Dreamy,Chill,Low,Partner,Short (<90 min),Non-English,Hollywood
118900,Wild (2014),Drama,2.9,Dreamy,Chill,Medium,Friends,Long (>120 min),Any,Hollywood
118924,Top Five (2014),Comedy,3.0,Happy,Happy,Medium,Solo,Short (<90 min),Any,Hollywood
118930,Bill Burr: I'm Sorry You Feel That Way (2014),Comedy,4.5,Happy,Happy,High,Solo,Long (>120 min),Non-English,Hollywood
118985,Big Eyes (2014),Drama,3.75,Dreamy,Sad,Medium,Family,Any,English,Hollywood
118997,Into the Woods (2014),Children|Comedy|Fantasy|Musical,2.8,Happy,Happy,Medium,Partner,Short (<90 min),Any,Hollywood
119068,"Men, Women & Children (2014)",Comedy|Drama,2.0,Happy,Neutral,Medium,Family,Long (>120 min),English,Hollywood
119141,The Interview (2014),Action|Comedy,3.46,Happy,Happy,Medium,Partner,Long (>120 min),Non-English,Hollywood
119145,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime,3.99,Happy,Neutral,Medium,Partner,Short (<90 min),Non-English,Hollywood
119153,Bill Burr: You People Are All the Same (2012),Comedy,4.5,Happy,Happy,High,Partner,Long (>120 min),Non-English,Hollywood
119155,Night at the Museum: Secret of the Tomb (2014),Adventure|Children|Comedy|Fantasy,3.5,Happy,Neutral,Medium,Partner,Short (<90 min),Non-English,Hollywood
119167,Paradox (2010),Sci-Fi|Thriller,3.5,Thrilled,Excited,High,Friends,Short (<90 min),English,Hollywood
119218,The Punisher: Dirty Laundry (2012),Action|Crime|Drama,2.5,Thrilled,Excited,Hyper,Friends,Long (>120 min),Any,Hollywood
119655,Seventh Son (2014),Adventure|Children|Fantasy,2.25,Thrilled,Excited,High,Solo,Short (<90 min),Any,Hollywood
119714,Corner Gas: The Movie (2014),Comedy,3.5,Happy,Happy,Medium,Partner,Long (>120 min),Any,Hollywood
119828,A Man Called Blade (1977),Action|Drama|Thriller|Western,3.0,Thrilled,Excited,Hyper,Partner,Short (<90 min),Non-English,Hollywood
119964,A Merry Friggin' Christmas (2014),Comedy,2.0,Happy,Happy,High,Family,Any,Non-English,Hollywood
120130,Into the Forest of Fireflies' Light (2011),Animation|Drama|Fantasy,5.0,Happy,Happy,Medium,Friends,Any,English,Hollywood
120138,PK (2014),Comedy|Drama|Fantasy|Mystery|Romance,5.0,Happy,Neutral,Medium,Partner,Long (>120 min),English,Hollywood
120466,Chappie (2015),Action|Thriller,3.25,Thrilled,Excited,High,Friends,Short (<90 min),Non-English,Hollywood
120478,The Salt of the Earth (2014),Documentary,4.33,Thoughtful,Neutral,Low,Solo,Short (<90 min),Any,Hollywood
120625,The Fool (2014),Drama,4.5,Dreamy,Chill,Medium,Partner,Long (>120 min),English,Hollywood
120635,Taken 3 (2015),Action|Crime|Thriller,2.7,Thrilled,Excited,Hyper,Partner,Any,Any,Hollywood
120637,Blackhat (2015),Action|Crime|Drama|Mystery|Thriller,2.5,Thrilled,Happy,High,Solo,Any,English,Hollywood
120761,By the Law (1926),Drama,3.5,Dreamy,Chill,Medium,Partner,Any,Any,Hollywood
120783,Son of a Gun (2014),Action|Crime|Drama,2.5,Thrilled,Excited,High,Family,Any,Any,Hollywood
120799,Terminator Genisys (2015),Action|Adventure|Sci-Fi|Thriller,2.5,Thrilled,Excited,Hyper,Friends,Short (<90 min),Any,Hollywood
120807,John Mulaney: New In Town (2012),Comedy,4.0,Happy,Happy,Medium,Partner,Any,English,Hollywood
120813,Patton Oswalt: My Weakness Is Strong (2009),Comedy,4.5,Happy,Neutral,High,Partner,Long (>120 min),English,Hollywood
120827,The Hound of the Baskervilles (1988),Crime|Drama|Horror|Mystery,3.0,Dreamy,Sad,Low,Family,Long (>120 min),Any,Hollywood
120919,Man on High Heels (2014),Action|Comedy,3.0,Happy,Neutral,High,Partner,Long (>120 min),Any,Hollywood
121007,Space Buddies (2009),Adventure|Children|Fantasy|Sci-Fi,4.0,Thrilled,Excited,High,Friends,Any,Any,Hollywood
121035,Houdini (2014),Drama,2.0,Dreamy,Chill,Low,Friends,Any,Non-English,Hollywood
121097,To Grandmother's House We Go (1992),Adventure|Children|Comedy,2.75,Happy,Neutral,High,Solo,Short (<90 min),English,Hollywood
121099,101 Dalmatians II: Patch's London Adventure (2003),Animation|Children,2.5,Happy,Neutral,High,Friends,Long (>120 min),English,Hollywood
121129,The Hungover Games (2014),Comedy,2.5,Happy,Neutral,Medium,Family,Short (<90 min),English,Hollywood
121169,The Duke of Burgundy (2014),Drama,3.5,Dreamy,Chill,Medium,Partner,Long (>120 min),Any,Hollywood
121171,Red Army (2014),Documentary,4.0,Thoughtful,Chill,Low,Friends,Short (<90 min),Non-English,Hollywood
121231,It Follows (2014),Horror,4.12,Scared,Neutral,High,Solo,Short (<90 min),English,Hollywood
121253,The Town that Dreaded Sundown (2014),Horror|Thriller,3.0,Scared,Excited,Hyper,Partner,Any,Non-English,Hollywood
121338,Carry on Cabby (1963),Adventure|Comedy|Romance,4.5,Happy,Neutral,Medium,Partner,Any,Any,Hollywood
121342,Carry on Cruising (1962),Comedy|Romance,3.5,Happy,Happy,Medium,Partner,Long (>120 min),Non-English,Hollywood
121372,Bill Burr: Let It Go (2010),Comedy,4.5,Happy,Neutral,Medium,Partner,Long (>120 min),Non-English,Hollywood
121374,Bill Burr: Why Do I Do This? (2008),Comedy,4.5,Happy,Neutral,Medium,Friends,Any,Non-English,Hollywood
121469,Killer Movie (2008),Comedy|Horror|Mystery|Thriller,4.5,Happy,Neutral,Medium,Family,Any,English,Hollywood
121715,Sebastian Maniscalco: What's Wrong with People? (2012),Comedy,3.5,Happy,Neutral,Medium,Family,Short (<90 min),Any,Hollywood
121781,Stuart Little 3: Call of the Wild (2005),Animation|Children|Comedy|Fantasy,5.0,Happy,Neutral,Medium,Solo,Short (<90 min),English,Hollywood
122092,Guy X (2005),Comedy|War,5.0,Happy,Happy,High,Friends,Short (<90 min),Non-English,Hollywood
122246,Tooth Fairy 2 (2012),Children|Comedy,0.5,Happy,Neutral,Medium,Family,Long (>120 min),English,Hollywood
122260,The Diary of Anne Frank (2009),Drama|War,2.5,Dreamy,Chill,Low,Friends,Any,English,Hollywood
122433,The Deadly Bees (1967),Horror|Mystery|Thriller,1.0,Scared,Excited,High,Solo,Long (>120 min),Any,Hollywood
122490,Wicked Blood (2014),Action|Drama|Thriller,1.5,Thrilled,Excited,High,Partner,Short (<90 min),Non-English,Hollywood
122627,Oblivion 2: Backlash (1996),Sci-Fi,0.5,Thrilled,Excited,High,Friends,Long (>120 min),Any,Hollywood
122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller,3.82,Thrilled,Excited,High,Friends,Short (<90 min),English,Hollywood
122884,Insidious: Chapter 3 (2015),Fantasy|Horror|Thriller,2.5,Scared,Neutral,High,Friends,Long (>120 min),English,Hollywood
122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX,3.85,Thrilled,Excited,High,Friends,Long (>120 min),Non-English,Hollywood
122888,Ben-hur (2016),(no genres listed),0.5,Happy,Neutral,Medium,Family,Long (>120 min),Any,Hollywood
122890,Warcraft (2016),Action|Adventure|Fantasy,3.42,Thrilled,Happy,Hyper,Solo,Any,English,Hollywood
122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,3.52,Thrilled,Happy,Hyper,Partner,Short (<90 min),English,Hollywood
122896,Pirates of the Caribbean: Dead Men Tell No Tales (2017),(no genres listed),3.79,Happy,Happy,Medium,Solo,Short (<90 min),Non-English,Hollywood
122898,Justice League (2017),Action|Adventure|Sci-Fi,2.5,Thrilled,Happy,Hyper,Solo,Any,Non-English,Hollywood
122900,Ant-Man (2015),Action|Adventure|Sci-Fi,3.72,Thrilled,Excited,High,Family,Any,English,Hollywood
122902,Fantastic Four (2015),Action|Adventure|Fantasy|Sci-Fi,2.1,Thrilled,Happy,Hyper,Solo,Short (<90 min),Any,Hollywood
122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi,3.83,Happy,Neutral,High,Family,Any,English,Hollywood
122906,Black Panther (2017),Action|Adventure|Sci-Fi,3.73,Thrilled,Happy,Hyper,Friends,Long (>120 min),Any,Hollywood
122912,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi,4.0,Thrilled,Happy,Hyper,Solo,Long (>120 min),Any,Hollywood
122916,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi,4.03,Thrilled,Happy,Hyper,Partner,Short (<90 min),English,Hollywood
122918,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi,3.93,Thrilled,Excited,High,Family,Long (>120 min),Non-English,Hollywood
122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller,3.61,Thrilled,Excited,High,Friends,Long (>120 min),English,Hollywood
122922,Doctor Strange (2016),Action|Adventure|Sci-Fi,3.7,Thrilled,Excited,High,Friends,Short (<90 min),Any,Hollywood
122924,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi,3.07,Thrilled,Excited,Hyper,Friends,Long (>120 min),Non-English,Hollywood
122926,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy,4.16,Thrilled,Happy,Hyper,Friends,Short (<90 min),Non-English,Hollywood
122932,Elsa & Fred (2014),Children|Comedy|Romance,2.0,Happy,Neutral,Medium,Family,Short (<90 min),English,Hollywood
123200,Jim Jefferies: I Swear to God (2009),Comedy,4.5,Happy,Neutral,High,Family,Long (>120 min),Non-English,Hollywood
123310,Tornado! (1996),Action,2.0,Thrilled,Happy,Hyper,Solo,Any,Non-English,Hollywood
123545,The Blue Lagoon (1949),Drama|Romance,3.0,Dreamy,Chill,Medium,Partner,Long (>120 min),Any,Hollywood
123553,In the Name of the King III (2014),Action|Adventure|Drama|Fantasy,1.0,Thrilled,Happy,High,Solo,Any,Any,Hollywood
123947,Cake (2014),Drama,2.75,Dreamy,Chill,Low,Partner,Short (<90 min),Any,Hollywood
124273,Kevin Smith: Too Fat For 40 (2010),Comedy,4.5,Happy,Neutral,Medium,Solo,Long (>120 min),English,Hollywood
124404,"Snowflake, the White Gorilla (2011)",Adventure|Animation|Children|Comedy,5.0,Happy,Happy,High,Partner,Any,English,Hollywood
124484,Kenny & Company (1976),Comedy|Drama,3.0,Happy,Happy,Medium,Family,Long (>120 min),Non-English,Hollywood
124851,Delirium (2014),Adventure|Romance|Sci-Fi,5.0,Thrilled,Excited,Hyper,Solo,Any,Any,Hollywood
124853,Why Man Creates (1968),Animation|Documentary,4.0,Happy,Happy,High,Family,Any,English,Hollywood
124859,The Gambler (2014),Crime|Drama|Thriller,2.0,Dreamy,Chill,Medium,Friends,Any,Non-English,Hollywood
125221,The Beast of Hollow Mountain (1956),Horror|Sci-Fi|Western,0.5,Thrilled,Excited,High,Solo,Short (<90 min),Non-English,Hollywood
125914,Mortdecai (2015),Adventure|Comedy|Mystery|Romance,3.0,Happy,Happy,High,Family,Long (>120 min),Any,Hollywood
125916,Fifty Shades of Grey (2015),Drama|Romance,1.0,Dreamy,Sad,Medium,Family,Long (>120 min),English,Hollywood
125970,Halloweentown (1998),Adventure|Children|Comedy|Fantasy,3.5,Happy,Happy,High,Solo,Any,Any,Hollywood
125974,Halloweentown High (2004),Adventure|Children|Comedy|Fantasy,3.75,Happy,Happy,High,Partner,Short (<90 min),Non-English,Hollywood
126088,A Flintstones Christmas Carol (1994),Animation|Children|Comedy,5.0,Happy,Neutral,High,Partner,Long (>120 min),Non-English,Hollywood
126090,Hedgehog in the Fog (1975),Animation,4.5,Happy,Neutral,High,Partner,Short (<90 min),Non-English,Hollywood
126142,The Cave of the Golden Rose (1991),Adventure|Children|Fantasy,4.0,Thrilled,Happy,Hyper,Partner,Short (<90 min),English,Hollywood
126420,American Heist (2015),Action,1.5,Thrilled,Excited,High,Solo,Any,Non-English,Hollywood
126426,Solyaris (1968),Drama|Sci-Fi,4.0,Thrilled,Excited,Hyper,Friends,Any,English,Hollywood
126430,The Pacific (2010),Action|Adventure|Drama|War,4.75,Thrilled,Excited,High,Family,Long (>120 min),Non-English,Hollywood
126482,Strange Magic (2015),Animation|Children|Fantasy|Musical,3.0,Happy,Happy,Medium,Friends,Any,English,Hollywood
126548,The DUFF (2015),Comedy,3.25,Happy,Happy,High,Friends,Long (>120 min),English,Hollywood
126577,"Daddy, I'm A Zombie (2012)",Animation|Comedy|Fantasy,4.0,Happy,Neutral,Medium,Family,Short (<90 min),English,Hollywood
126921,The Fox and the Hound 2 (2006),Adventure|Animation|Children|Comedy,5.0,Happy,Neutral,Medium,Friends,Any,Non-English,Hollywood
127052,Operation 'Y' & Other Shurik's Adventures (1965),Comedy|Crime|Romance,3.83,Happy,Neutral,Medium,Partner,Short (<90 min),Any,Hollywood
127096,Project Almanac (2015),Sci-Fi|Thriller,3.75,Thrilled,Happy,Hyper,Solo,Short (<90 min),English,Hollywood
127098,Louis C.K.: Live at The Comedy Store (2015),Comedy,4.38,Happy,Neutral,Medium,Friends,Long (>120 min),English,Hollywood
127108,Brooklyn (2015),Drama|Romance,3.88,Dreamy,Chill,Low,Friends,Any,Non-English,Hollywood
127114,The End of the Tour (2015),Drama,4.0,Dreamy,Sad,Low,Friends,Any,Any,Hollywood
127116,Experimenter (2015),Drama,4.5,Dreamy,Chill,Low,Friends,Short (<90 min),Any,Hollywood
127130,Mistress America (2015),Comedy,4.0,Happy,Neutral,Medium,Friends,Any,Non-English,Hollywood
127132,Zipper (2015),Drama|Thriller,2.0,Dreamy,Sad,Low,Friends,Long (>120 min),Any,Hollywood
127134,A Walk in the Woods (2015),Adventure|Comedy|Drama,3.5,Happy,Happy,High,Solo,Any,English,Hollywood
127136,True Story (2015),Drama|Mystery|Thriller,3.25,Dreamy,Chill,Low,Partner,Long (>120 min),Any,Hollywood
127146,Kurt Cobain: Montage of Heck (2015),Documentary,3.0,Thoughtful,Chill,Exhausted,Family,Long (>120 min),English,Hollywood
127152,Going Clear: Scientology and the Prison of Belief (2015),Documentary,4.25,Thoughtful,Neutral,Low,Partner,Short (<90 min),English,Hollywood
127164,"What Happened, Miss Simone? (2015)",Documentary,3.5,Thoughtful,Chill,Exhausted,Friends,Long (>120 min),Any,Hollywood
127172,A Story of Children and Film (2013),Documentary,3.5,Thoughtful,Sad,Low,Family,Any,Any,Hollywood
127180,"Story of Film: An Odyssey, The (2011)",Documentary,4.0,Thoughtful,Neutral,Exhausted,Solo,Short (<90 min),Any,Hollywood
127184,Eden (2014),Drama,4.0,Dreamy,Chill,Low,Family,Long (>120 min),Any,Hollywood
127194,The D Train (2015),Comedy,2.0,Happy,Happy,High,Family,Long (>120 min),Any,Hollywood
127198,Dope (2015),Comedy|Drama,3.58,Happy,Happy,High,Family,Long (>120 min),Any,Hollywood
127202,Me and Earl and the Dying Girl (2015),Drama,3.75,Dreamy,Sad,Low,Friends,Short (<90 min),Any,Hollywood
127204,The Overnight (2015),Comedy,3.75,Happy,Neutral,Medium,Partner,Long (>120 min),Any,Hollywood
127212,The Stanford Prison Experiment (2015),Drama|Thriller,4.5,Dreamy,Chill,Medium,Partner,Long (>120 min),Non-English,Hollywood
127298,A Pigeon Sat on a Branch Reflecting on Existence (2014),Comedy|Drama,4.0,Happy,Happy,High,Partner,Short (<90 min),Any,Hollywood
127319,The Loft (2014),Thriller,1.5,Scared,Neutral,High,Family,Short (<90 min),English,Hollywood
127323,Vice (2015),Action|Adventure|Sci-Fi|Thriller,1.0,Thrilled,Happy,Hyper,Family,Long (>120 min),Non-English,Hollywood
